acao_legislativa,autor,casa,data,descricao_ementa,identificacao,id_principal,local,id_documento
"Na 50ª Reunião Extraordinária, realizada nesta data, a Senadora Ana Amélia apresenta Relatório reformulado, com voto favorável ao Projeto, nos termos de emenda substitutiva que apresenta. A Comissão aprova o Relatório, que passa a constiuir o Parecer da CE, favorável ao Projeto, nos termos da Emenda nº 1-CE (Substitutivo).",Senadora Ana Amélia (PP/RS),senado,06/10/2015,NA, Relatório Legislativo ,120768,"Comissão de Educação, Cultura e Esporte",526
"Na 50ª Reunião Extraordinária, realizada nesta data, a Senadora Ana Amélia apresenta Relatório reformulado, com voto favorável ao Projeto, nos termos de emenda substitutiva que apresenta. A Comissão aprova o Relatório, que passa a constiuir o Parecer da CE, favorável ao Projeto, nos termos da Emenda nº 1-CE (Substitutivo).",Senadora Ana Amélia (PP/RS),senado,06/10/2015,NA, Parecer ,120768,"Comissão de Educação, Cultura e Esporte",527
"Na 50ª Reunião Extraordinária, realizada nesta data, a Senadora Ana Amélia apresenta Relatório reformulado, com voto favorável ao Projeto, nos termos de emenda substitutiva que apresenta. A Comissão aprova o Relatório, que passa a constiuir o Parecer da CE, favorável ao Projeto, nos termos da Emenda nº 1-CE (Substitutivo).",NA,senado,06/10/2015,Lista de presença, Anexo ,120768,"Comissão de Educação, Cultura e Esporte",528
"Recebido relatório da Senadora Marta Suplicy com voto pela aprovação da matéria nos termos da Emenda nº 1-CE, e com 3 Emendas que apresenta.",Senadora Marta Suplicy (MDB/SP),senado,04/05/2017,"Da COMISSÃO DE DIREITOS HUMANOS E LEGISLAÇÃO PARTICIPATIVA, em decisão terminativa, sobre o Projeto de Lei do Senado nº 231, de 2015, do Senador Valdir Raupp, que altera o art. 60 do Estatuto da Criança e do Adolescente para dispor sobre a participação artística, desportiva e afim.", Relatório Legislativo ,120768,Comissão de Direitos Humanos e Legislação Participativa,529
"Recebido novo Relatório da Senadora Marta Suplicy com voto pela aprovação do Projeto, na forma da Emenda nº 1-CE (Substitutivo), com uma Emenda que apresenta. Juntei o Relatório anterior às fls. 18 a 21.",Senadora Marta Suplicy (MDB/SP),senado,17/05/2017,NA, Relatório Legislativo ,120768,Comissão de Direitos Humanos e Legislação Participativa,530
NA,Senadora Marta Suplicy (MDB/SP) e outros.,senado,02/08/2017,"Requer, nos termos do art. 93, I, do Regimento Interno do Senado Federal, a realização de audiência pública com o objetivo de instruir o PLS 231/2015, que altera o art. 60 do Estatuto da Criança e do Adolescente para dispor sobre a participação artística, desportiva e afim.", RDH 81/2017 ,120768,Comissão de Direitos Humanos e Legislação Participativa,531
"Recebida manifestação do Conselho Nacional dos Direitos da Criança e do Adolescente - CONANDA - contrária à aprovação do Projeto, bem como do Substitutivo aprovado pela Comissão de Educação, Cultura e Esporte - CE. Juntei a manifestação às fls. 25 e 26.",Ente Jurídico,senado,18/10/2017,"Manifestação do Conselho Nacional dos Direitos da Criança e do Adolescente - CONANDA - contrária à aprovação do Projeto, bem como do Substitutivo aprovado pela Comissão de Educação, Cultura e Esporte - CE.", Moção ,120768,Comissão de Direitos Humanos e Legislação Participativa,532
NA,Senadora Marta Suplicy (MDB/SP),senado,09/10/2018,NA, Relatório Legislativo ,120768,Comissão de Direitos Humanos e Legislação Participativa,533
NA,Senadora Marta Suplicy (MDB/SP),senado,14/11/2018,NA, Relatório Legislativo ,120768,Comissão de Direitos Humanos e Legislação Participativa,534
NA,Senadora Marta Suplicy (MDB/SP),senado,20/11/2018,NA, Relatório Legislativo ,120768,Comissão de Direitos Humanos e Legislação Participativa,535
NA,Senador Paulo Rocha (PT/PA),senado,05/12/2018,Oitiva da Comissão de Assuntos Sociais sobre o Projeto de Lei do Senado nº 231/2015., RQS 613/2018 ,120768,Plenário do Senado Federal,536
"Encaminhado à publicação o Requerimento nº 613/2018, do Senador Paulo Rocha, solicitando oitiva da CAS sobre a presente matéria. O Requerimento será incluído em Ordem do Dia oportunamente.", Senado Federal,senado,18/12/2018,-, Avulso de requerimento ,120768,Plenário do Senado Federal,537
"Recebido às 19h o relatório do Senador José Pimentel, com voto pela aprovação do Projeto, nos termos do Substitutivo que apresenta.",Senador José Pimentel (PT/CE),senado,15/06/2015,NA, Relatório Legislativo ,121572,"Comissão de Constituição, Justiça e Cidadania",538
NA,NA,senado,16/06/2015,Legislação x PLS nº 333/2015 x Emenda nº 1 - CCJ (Substitutivo), Quadro Comparativo ,121572,NA,539
"Recebida Emenda n° 1 - Plen, de autoria da Senadora Simone Tebet. ************* Retificado em 01/07/2015************* Recebida Emenda n° 1 - Plen, ao Substitutivo, de autoria da Senadora Simone Tebet.",Senadora Simone Tebet (MDB/MS),senado,29/06/2015,NA, EMENDA 1 PLEN - PLS 333/2015 ,121572,Plenário do Senado Federal,540
"Recebidas as Emendas n°s 2 e 3 - Plen, de autoria da Senadora Simone Tebet. ************* Retificado em 01/07/2015************* Recebidas as Emendas n°s 2 e 3 - Plen, apresentadas ao Substituivo, de autoria da Senadora Simone Tebet.",Senadora Simone Tebet (MDB/MS),senado,30/06/2015,NA, EMENDA 2 PLEN - PLS 333/2015 ,121572,Plenário do Senado Federal,541
"Recebidas as Emendas n°s 2 e 3 - Plen, de autoria da Senadora Simone Tebet. ************* Retificado em 01/07/2015************* Recebidas as Emendas n°s 2 e 3 - Plen, apresentadas ao Substituivo, de autoria da Senadora Simone Tebet.",Senadora Simone Tebet (MDB/MS),senado,30/06/2015,NA, EMENDA 3 PLEN - PLS 333/2015 ,121572,Plenário do Senado Federal,542
"Recebidas as Emendas n°s 4 a 8 - Plen, de autoria do Senador Aloysio Nunes Ferreira ************* Retificado em 01/07/2015************* Recebidas as Emendas n°s 4 a 8 - Plen, apresentadas ao Substitutivo, de autoria do Senador Aloysio Nunes Ferreira.",Senador Aloysio Nunes Ferreira (PSDB/SP),senado,30/06/2015,NA, EMENDA 4 PLEN - PLS 333/2015 ,121572,Plenário do Senado Federal,543
"Recebidas as Emendas n°s 4 a 8 - Plen, de autoria do Senador Aloysio Nunes Ferreira ************* Retificado em 01/07/2015************* Recebidas as Emendas n°s 4 a 8 - Plen, apresentadas ao Substitutivo, de autoria do Senador Aloysio Nunes Ferreira.",Senador Aloysio Nunes Ferreira (PSDB/SP),senado,30/06/2015,NA, EMENDA 5 PLEN - PLS 333/2015 ,121572,Plenário do Senado Federal,544
"Recebidas as Emendas n°s 4 a 8 - Plen, de autoria do Senador Aloysio Nunes Ferreira ************* Retificado em 01/07/2015************* Recebidas as Emendas n°s 4 a 8 - Plen, apresentadas ao Substitutivo, de autoria do Senador Aloysio Nunes Ferreira.",Senador Aloysio Nunes Ferreira (PSDB/SP),senado,30/06/2015,NA, EMENDA 6 PLEN - PLS 333/2015 ,121572,Plenário do Senado Federal,545
"Recebidas as Emendas n°s 4 a 8 - Plen, de autoria do Senador Aloysio Nunes Ferreira ************* Retificado em 01/07/2015************* Recebidas as Emendas n°s 4 a 8 - Plen, apresentadas ao Substitutivo, de autoria do Senador Aloysio Nunes Ferreira.",Senador Aloysio Nunes Ferreira (PSDB/SP),senado,30/06/2015,NA, EMENDA 7 PLEN - PLS 333/2015 ,121572,Plenário do Senado Federal,546
"Recebidas as Emendas n°s 4 a 8 - Plen, de autoria do Senador Aloysio Nunes Ferreira ************* Retificado em 01/07/2015************* Recebidas as Emendas n°s 4 a 8 - Plen, apresentadas ao Substitutivo, de autoria do Senador Aloysio Nunes Ferreira.",Senador Aloysio Nunes Ferreira (PSDB/SP),senado,30/06/2015,NA, EMENDA 8 PLEN - PLS 333/2015 ,121572,Plenário do Senado Federal,547
"Recebida Emenda n° 9 - Plen, de autoria da Senadora Simone Tebet. ************* Retificado em 01/07/2015************* Recebida Emenda n° 9 - Plen, apresentada ao Substitutivo, de autoria da Senadora Simone Tebet.",Senadora Simone Tebet (MDB/MS),senado,30/06/2015,NA, EMENDA 9 PLEN - PLS 333/2015 ,121572,Plenário do Senado Federal,548
"Recebida Emenda n° 10- Plen, do Senador José Serra. ************* Retificado em 01/07/2015************* Recebida Emenda n° 10- Plen, apresentada ao Substitutivo, do Senador José Serra.",Senador José Serra (PSDB/SP),senado,30/06/2015,NA, EMENDA 10 PLEN - PLS 333/2015 ,121572,Plenário do Senado Federal,549
"Recebida a Emenda nº 11, da Senadora Marta Suplicy, ao Substitutivo do PLS nº 333, de 2015.",Senadora Marta Suplicy (S/Partido/SP),senado,01/07/2015,NA, EMENDA 11 PLEN - PLS 333/2015 ,121572,Plenário do Senado Federal,550
NA,NA,senado,14/07/2015,"Votação nominal dos Requerimentos nºs 755 e 810, de 2015.", Listagem ou relatório descritivo ,121572,NA,551
"Anunciada a matéria, usam da palavra os Senadores Lindbergh Farias, Magno Malta, Fernando Collor e Jader Barbalho. A Presidência anuncia ao Plenário que o Requerimento nº 755, de 2015, que solicita a criação de comissão interna do Senado Federal com a finalidade de debater e propor soluções para a questão de maioridade penal, deve ser apreciado preliminarmente. Usam da palavra os Senadores Jader Barbalho, Cristovam Buarque, Lídice da Mata, José Pimentel (relator), João Capiberibe, Magno Malta, Cássio Cunha Lima, Telmário Mota, José Serra, Omar Aziz, Antonio Carlos Valadares, Garibaldi Alves Filho, Jorge Viana, Walter Pinheiro e Romero Jucá. Leitura do Requerimento nº 810, de 2015, de autoria do Senador Randolfe Rodrigues e outros líderes partidários, solicitando a extinção da urgência. Rejeitados, em globo, os Requerimentos nºs 755 e 810, de 2015, com o seguinte resultado: Sim 32, Não 35, Presidente 01, Total 68 (Votação nominal solicitada pelo Senador José Serra, com apoio regimental), tendo usado da palavra os Senadores Lídice da Mata, Romero Jucá, Humberto Costa, Sérgio Petecão, José Medeiros, José Serra, Cássio Cunha Lima, Blairo Maggi, Randolfe Rodrigues, Telmário Mota, Benedito de Lira, Otto Alencar, Vanessa Grazziotin, Eunício Oliveira e Lindbergh Farias. Em seguida, é proferido pelo Senador José Pimentel parecer de Plenário em substituição à CCJ, concluindo favoravelmente ao PLS 333/2015, nos termos do Substitutivo que apresenta, e pela rejeição do PLC 20/2015, que tramita em conjunto (Parecer nº 444, de 2015-PLEN) A Presidência esclarece ao Plenário que o relator já se pronunciou, em seu parecer, sobre as Emendas nºs 1 a 13-PLEN, oferecidas à matéria: - Emenda nº 1-PLEN, de autoria da Senadora Simone Tebet; - Emenda nº 2-PLEN, de autoria da Senadora Simone Tebet; - Emenda nº 3-PLEN, de autoria da Senadora Simone Tebet; - Emenda nº 4-PLEN, de autoria do Senador Aloysio Nunes Ferreira; - Emenda nº 5-PLEN, de autoria do Senador Aloysio Nunes Ferreira; - Emenda nº 6-PLEN, de autoria do Senador Aloysio Nunes Ferreira; - Emenda nº 7-PLEN, de autoria do Senador Aloysio Nunes Ferreira; - Emenda nº 8-PLEN, de autoria do Senador Aloysio Nunes Ferreira; - Emenda nº 9-PLEN, de autoria da Senadora Simone Tebet; - Emenda nº 10-PLEN, de autoria do Senador José Serra; - Emenda nº 11-PLEN, de autoria da Senadora Marta Suplicy; - Emenda nº 12-PLEN, de autoria do Senador Antonio Carlos Valadares; e - Emenda nº 13-PLEN, de autoria do Senador Antonio Carlos Valadares. São lidos e deferidos os Requerimentos nºs 811 e 811-A, de 2015, de autoria da Senadora Simone Tebet, solicitando a retirada, em caráter definitivo, das Emendas nºs 1 e 3-PLEN, respectivamente. Discussão encerrada, tendo usado da palavra os Senadores Aloysio Nunes Ferreira, Lídice da Mata, Magno Malta, Gleisi Hoffmann e Lindbergh Farias. Encaminhadas à publicação as seguintes emendas: - Emenda nº 15-PLEN, tendo como primeira signatária a Senadora João Capiberibe; - Emenda nº 16-PLEN, tendo como primeira signatária a Senadora Lídice da Mata; - Emenda nº 17-PLEN, tendo como primeira signatária a Senadora Lídice da Mata; e - Emenda nº 18-PLEN, tendo como primeira signatária a Senadora Lídice da Mata. O Senador José Pimentel profere parecer de Plenário em substituição à CCJ, concluindo contrariamente às Emendas nº 15, 16, 17 e 18-PLEN. (Parecer nº 445, de 2015-PLEN) É lido e aprovado o Requerimento nº 812, de 2015, de autoria do Senador José Pimentel, solicitando preferência para votação do Substitutivo, com os votos contrários dos Senadores Lídice da Mata, Lindbergh Farias, Randolfe Rodrigues e outros. São lidos os seguintes requerimentos: - Requerimento nº 813, de 2015, de autoria do Senador José Serra, solicitando destaque para votação em separado da Emenda nº 10-PLEN; e - Requerimento nº 814, de 2015, de autoria do Senador Aloysio Nunes Ferreira, solicitando destaque para votação em separado da Emenda nº 6-PLEN. Prejudicados os Requerimentos nºs 813 e 814, de 2015, após manifestação do relator, Senador José Pimentel, em complementação ao seu Parecer nº 444, de 2015-PLEN (Apresentação de texto consolidado do Substitutivo oferecido - Emenda nº 14-PLEN) Leitura dos seguintes requerimentos: - Requerimento nº 815, de 2015, de autoria da Senadora Lídice da Mata, solicitando destaque para votação em separado das Emendas nº 15 e 16-PLEN; e - Requerimento nº 816, de 2015, de autoria da Senadora Lídice da Mata e outros, solicitando destaque para votação em separado do § 3º do art. 122 do Substitutivo. Rejeitados os Requerimentos nºs 815 e 816, de 2015, com os votos favoráveis dos Senadores Lindbergh Farias, Lídice da Mata, Vanessa Grazziotin, Fátima Bezerra, Randolfe Rodrigies e Walter Pinheiro; após manifestação do relator, Senador José Pimentel. Aprovado o Substitutivo (Emenda nº 14-PLEN) com o seguinte resultado: Sim 43, Não 13, Presidente 1, Total 57 (Votação nominal solicitada pelo Senador Randolfe Rodrigues, com apoio regimental), tendo usado da palavra os Senadores Ronaldo Caiado, Aloysio Nunes Ferreira, José Medeiros, Benedito de Lira, Otto Alencar, Magno Malta, Lídice da Mata, Romero Jucá, Humberto Costa, Eunício Oliveira, Randolfe Rodrigues, Vanessa Grazziotin, Blairo Maggi, Eunício Oliveira e Eduardo Amorim. Ficam prejudicados o presente projeto, as demais emendas a ele apresentadas e o PLC 20/2015, que tramitava em conjunto. Leitura do Parecer nº 446, de 2015-CDIR, relator Senador Jorge Viana, apresentando a redação do vencido para o turno suplementar. Discussão encerrada do Substitutivo, em turno suplementar, sem apresentação de emendas. O Substitutivo é adotado definitivamente, sem votação, nos termos do art. 284, RISF. À Câmara dos Deputados.",NA,senado,14/07/2015,"Parecer nº 444, de 2015-PLEN", Avulso de parecer ,121572,SUBSECRETARIA DE ATA - PLENÁRIO,552
"Anunciada a matéria, usam da palavra os Senadores Lindbergh Farias, Magno Malta, Fernando Collor e Jader Barbalho. A Presidência anuncia ao Plenário que o Requerimento nº 755, de 2015, que solicita a criação de comissão interna do Senado Federal com a finalidade de debater e propor soluções para a questão de maioridade penal, deve ser apreciado preliminarmente. Usam da palavra os Senadores Jader Barbalho, Cristovam Buarque, Lídice da Mata, José Pimentel (relator), João Capiberibe, Magno Malta, Cássio Cunha Lima, Telmário Mota, José Serra, Omar Aziz, Antonio Carlos Valadares, Garibaldi Alves Filho, Jorge Viana, Walter Pinheiro e Romero Jucá. Leitura do Requerimento nº 810, de 2015, de autoria do Senador Randolfe Rodrigues e outros líderes partidários, solicitando a extinção da urgência. Rejeitados, em globo, os Requerimentos nºs 755 e 810, de 2015, com o seguinte resultado: Sim 32, Não 35, Presidente 01, Total 68 (Votação nominal solicitada pelo Senador José Serra, com apoio regimental), tendo usado da palavra os Senadores Lídice da Mata, Romero Jucá, Humberto Costa, Sérgio Petecão, José Medeiros, José Serra, Cássio Cunha Lima, Blairo Maggi, Randolfe Rodrigues, Telmário Mota, Benedito de Lira, Otto Alencar, Vanessa Grazziotin, Eunício Oliveira e Lindbergh Farias. Em seguida, é proferido pelo Senador José Pimentel parecer de Plenário em substituição à CCJ, concluindo favoravelmente ao PLS 333/2015, nos termos do Substitutivo que apresenta, e pela rejeição do PLC 20/2015, que tramita em conjunto (Parecer nº 444, de 2015-PLEN) A Presidência esclarece ao Plenário que o relator já se pronunciou, em seu parecer, sobre as Emendas nºs 1 a 13-PLEN, oferecidas à matéria: - Emenda nº 1-PLEN, de autoria da Senadora Simone Tebet; - Emenda nº 2-PLEN, de autoria da Senadora Simone Tebet; - Emenda nº 3-PLEN, de autoria da Senadora Simone Tebet; - Emenda nº 4-PLEN, de autoria do Senador Aloysio Nunes Ferreira; - Emenda nº 5-PLEN, de autoria do Senador Aloysio Nunes Ferreira; - Emenda nº 6-PLEN, de autoria do Senador Aloysio Nunes Ferreira; - Emenda nº 7-PLEN, de autoria do Senador Aloysio Nunes Ferreira; - Emenda nº 8-PLEN, de autoria do Senador Aloysio Nunes Ferreira; - Emenda nº 9-PLEN, de autoria da Senadora Simone Tebet; - Emenda nº 10-PLEN, de autoria do Senador José Serra; - Emenda nº 11-PLEN, de autoria da Senadora Marta Suplicy; - Emenda nº 12-PLEN, de autoria do Senador Antonio Carlos Valadares; e - Emenda nº 13-PLEN, de autoria do Senador Antonio Carlos Valadares. São lidos e deferidos os Requerimentos nºs 811 e 811-A, de 2015, de autoria da Senadora Simone Tebet, solicitando a retirada, em caráter definitivo, das Emendas nºs 1 e 3-PLEN, respectivamente. Discussão encerrada, tendo usado da palavra os Senadores Aloysio Nunes Ferreira, Lídice da Mata, Magno Malta, Gleisi Hoffmann e Lindbergh Farias. Encaminhadas à publicação as seguintes emendas: - Emenda nº 15-PLEN, tendo como primeira signatária a Senadora João Capiberibe; - Emenda nº 16-PLEN, tendo como primeira signatária a Senadora Lídice da Mata; - Emenda nº 17-PLEN, tendo como primeira signatária a Senadora Lídice da Mata; e - Emenda nº 18-PLEN, tendo como primeira signatária a Senadora Lídice da Mata. O Senador José Pimentel profere parecer de Plenário em substituição à CCJ, concluindo contrariamente às Emendas nº 15, 16, 17 e 18-PLEN. (Parecer nº 445, de 2015-PLEN) É lido e aprovado o Requerimento nº 812, de 2015, de autoria do Senador José Pimentel, solicitando preferência para votação do Substitutivo, com os votos contrários dos Senadores Lídice da Mata, Lindbergh Farias, Randolfe Rodrigues e outros. São lidos os seguintes requerimentos: - Requerimento nº 813, de 2015, de autoria do Senador José Serra, solicitando destaque para votação em separado da Emenda nº 10-PLEN; e - Requerimento nº 814, de 2015, de autoria do Senador Aloysio Nunes Ferreira, solicitando destaque para votação em separado da Emenda nº 6-PLEN. Prejudicados os Requerimentos nºs 813 e 814, de 2015, após manifestação do relator, Senador José Pimentel, em complementação ao seu Parecer nº 444, de 2015-PLEN (Apresentação de texto consolidado do Substitutivo oferecido - Emenda nº 14-PLEN) Leitura dos seguintes requerimentos: - Requerimento nº 815, de 2015, de autoria da Senadora Lídice da Mata, solicitando destaque para votação em separado das Emendas nº 15 e 16-PLEN; e - Requerimento nº 816, de 2015, de autoria da Senadora Lídice da Mata e outros, solicitando destaque para votação em separado do § 3º do art. 122 do Substitutivo. Rejeitados os Requerimentos nºs 815 e 816, de 2015, com os votos favoráveis dos Senadores Lindbergh Farias, Lídice da Mata, Vanessa Grazziotin, Fátima Bezerra, Randolfe Rodrigies e Walter Pinheiro; após manifestação do relator, Senador José Pimentel. Aprovado o Substitutivo (Emenda nº 14-PLEN) com o seguinte resultado: Sim 43, Não 13, Presidente 1, Total 57 (Votação nominal solicitada pelo Senador Randolfe Rodrigues, com apoio regimental), tendo usado da palavra os Senadores Ronaldo Caiado, Aloysio Nunes Ferreira, José Medeiros, Benedito de Lira, Otto Alencar, Magno Malta, Lídice da Mata, Romero Jucá, Humberto Costa, Eunício Oliveira, Randolfe Rodrigues, Vanessa Grazziotin, Blairo Maggi, Eunício Oliveira e Eduardo Amorim. Ficam prejudicados o presente projeto, as demais emendas a ele apresentadas e o PLC 20/2015, que tramitava em conjunto. Leitura do Parecer nº 446, de 2015-CDIR, relator Senador Jorge Viana, apresentando a redação do vencido para o turno suplementar. Discussão encerrada do Substitutivo, em turno suplementar, sem apresentação de emendas. O Substitutivo é adotado definitivamente, sem votação, nos termos do art. 284, RISF. À Câmara dos Deputados.",NA,senado,14/07/2015,"Complementação do Parecer nº 444, de 2015-PLEN - Emenda n º 14-PLEN (Substitutivo)", Parecer ,121572,SUBSECRETARIA DE ATA - PLENÁRIO,553
